synthetic_clients,validator_count,threshold,proposal_type,byzantine_validators,dropout_rate,bandwidth_mbps,rtt_ms,trials,valid_finalization_rate,invalid_rejection_rate,invalid_acceptance_rate,timeout_rate,mean_finality_ms,p95_finality_ms,mean_available_validators,mean_messages_per_round,mean_committee_kb_per_round
10,11,7,valid,7,0.2,10.0,50.0,500,0.948,0.0,0.0,0.052,165.66195582020094,2000.0,8.83,9.83,112.980884765625
10,11,7,invalid,7,0.2,10.0,50.0,500,0.0,0.0,0.198,0.802,1617.480056372123,2000.0,8.866,9.866,113.441508984375
10,11,7,valid,0,0.4,10.0,50.0,500,0.518,0.0,0.0,0.482,998.7979070420072,2000.0,6.536,7.536,83.6288859375
10,11,7,invalid,0,0.4,10.0,50.0,500,0.0,0.546,0.0,0.454,944.5312788272402,2000.0,6.668,7.668,85.31784140625001
10,11,7,valid,6,0.4,10.0,50.0,500,0.534,0.0,0.0,0.466,967.7925788075122,2000.0,6.578,7.578,84.16628085937501
10,11,7,invalid,6,0.4,10.0,50.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,6.736,7.736,86.187909375
10,11,7,valid,7,0.4,10.0,50.0,500,0.546,0.0,0.0,0.454,944.445098622429,2000.0,6.644,7.644,85.01075859375001
10,11,7,invalid,7,0.4,10.0,50.0,500,0.0,0.0,0.03,0.97,1942.0479116694196,2000.0,6.634,7.634,84.882807421875
10,11,7,valid,0,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,113.78428415209602,122.17462084935582,11,12,140.7462890625
10,11,7,invalid,0,0.0,10.0,100.0,500,0.0,1.0,0.0,0.0,114.29056930834285,122.8655540567521,11,12,140.7462890625
10,11,7,valid,6,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,113.79573683717038,122.7048409741079,11,12,140.7462890625
10,11,7,invalid,6,0.0,10.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,11,12,140.7462890625
10,11,7,valid,7,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,114.28892969147296,123.03292141873968,11,12,140.7462890625
10,11,7,invalid,7,0.0,10.0,100.0,500,0.0,0.0,1.0,0.0,126.14178689706581,130.56706909819405,11,12,140.7462890625
10,11,7,valid,0,0.1,10.0,100.0,500,1.0,0.0,0.0,0.0,116.67069411886509,125.78368425086961,9.888,10.888,126.51811875
10,11,7,invalid,0,0.1,10.0,100.0,500,0.0,0.998,0.0,0.002,120.6724029518323,126.8209038832764,9.85,10.85,126.031904296875
10,11,7,valid,6,0.1,10.0,100.0,500,1.0,0.0,0.0,0.0,116.4721757607283,126.19172853138014,9.912,10.912,126.8252015625
10,11,7,invalid,6,0.1,10.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,9.834,10.834,125.82718242187501
10,11,7,valid,7,0.1,10.0,100.0,500,1.0,0.0,0.0,0.0,116.92055029442612,126.48171623231934,9.896,10.896,126.62047968750001
10,11,7,invalid,7,0.1,10.0,100.0,500,0.0,0.0,0.528,0.472,1010.2908438637279,2000.0,9.996,10.996,127.89999140625001
10,11,7,valid,0,0.2,10.0,100.0,500,0.95,0.0,0.0,0.05,213.26219738895932,130.74597471975235,8.744,9.744,111.88050468750001
10,11,7,invalid,0,0.2,10.0,100.0,500,0.0,0.956,0.0,0.044,202.12545877571816,130.66983917222632,8.846,9.846,113.18560664062501
10,11,7,valid,6,0.2,10.0,100.0,500,0.944,0.0,0.0,0.056,224.88752763377857,2000.0,8.762,9.762,112.110816796875
10,11,7,invalid,6,0.2,10.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,8.76,9.76,112.08522656250001
10,11,7,valid,7,0.2,10.0,100.0,500,0.94,0.0,0.0,0.06,232.307272897256,2000.0,8.816,9.816,112.801753125
10,11,7,invalid,7,0.2,10.0,100.0,500,0.0,0.0,0.174,0.826,1673.9373940961104,2000.0,8.722,9.722,111.59901210937501
10,11,7,valid,0,0.4,10.0,100.0,500,0.508,0.0,0.0,0.492,1046.2849053412453,2000.0,6.482,7.482,82.93794960937501
10,11,7,invalid,0,0.4,10.0,100.0,500,0.0,0.554,0.0,0.446,959.9641879626089,2000.0,6.728,7.728,86.08554843750001
10,11,7,valid,6,0.4,10.0,100.0,500,0.52,0.0,0.0,0.48,1023.9940048104668,2000.0,6.582,7.582,84.21746132812501
10,11,7,invalid,6,0.4,10.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,6.65,7.65,85.087529296875
10,11,7,valid,7,0.4,10.0,100.0,500,0.528,0.0,0.0,0.472,1009.0989905944308,2000.0,6.522,7.522,83.449754296875
10,11,7,invalid,7,0.4,10.0,100.0,500,0.0,0.0,0.024,0.976,1955.0188125952552,2000.0,6.528,7.528,83.526525
10,11,7,valid,0,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,11.78788457691104,12.593742158745487,11,12,140.7462890625
10,11,7,invalid,0,0.0,100.0,10.0,500,0.0,1.0,0.0,0.0,11.803047742714085,12.632083462339189,11,12,140.7462890625
10,11,7,valid,6,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,11.800584286502534,12.620709818605356,11,12,140.7462890625
10,11,7,invalid,6,0.0,100.0,10.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,11,12,140.7462890625
10,11,7,valid,7,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,11.78819691262807,12.693257759979204,11,12,140.7462890625
10,11,7,invalid,7,0.0,100.0,10.0,500,0.0,0.0,1.0,0.0,12.970240518642417,13.42809484638174,11,12,140.7462890625
10,11,7,valid,0,0.1,100.0,10.0,500,0.998,0.0,0.0,0.002,16.023125149568767,13.019956983863047,9.884,10.884,126.46693828125001
10,11,7,invalid,0,0.1,100.0,10.0,500,0.0,0.998,0.0,0.002,16.087833542498792,13.134260743461102,9.844,10.844,125.95513359375
10,11,7,valid,6,0.1,100.0,10.0,500,0.998,0.0,0.0,0.002,16.02792481314815,13.021743244153033,9.86,10.86,126.15985546875001
10,11,7,invalid,6,0.1,100.0,10.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,9.87,10.87,126.287806640625
10,11,7,valid,7,0.1,100.0,10.0,500,0.996,0.0,0.0,0.004,20.013976251876116,13.004422781559962,9.916,10.916,126.87638203125
10,11,7,invalid,7,0.1,100.0,10.0,500,0.0,0.0,0.524,0.476,958.7603903731477,2000.0,9.978,10.978,127.669679296875
10,11,7,valid,0,0.2,100.0,10.0,500,0.95,0.0,0.0,0.05,111.71094680115979,13.447709404189123,8.766,9.766,112.161997265625
10,11,7,invalid,0,0.2,100.0,10.0,500,0.0,0.95,0.0,0.05,111.680038128579,13.48990264896026,8.838,9.838,113.083245703125
10,11,7,valid,6,0.2,100.0,10.0,500,0.958,0.0,0.0,0.042,95.82724553606987,13.42498066172011,8.83,9.83,112.980884765625
10,11,7,invalid,6,0.2,100.0,10.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,8.82,9.82,112.85293359375001
10,11,7,valid,7,0.2,100.0,10.0,500,0.948,0.0,0.0,0.052,115.61561152560971,2000.0,8.81,9.81,112.724982421875
10,11,7,invalid,7,0.2,100.0,10.0,500,0.0,0.0,0.192,0.808,1618.4842172362717,2000.0,8.78,9.78,112.34112890625
10,11,7,valid,0,0.4,100.0,10.0,500,0.578,0.0,0.0,0.422,851.3298971477494,2000.0,6.696,7.696,85.6761046875
10,11,7,invalid,0,0.4,100.0,10.0,500,0.0,0.532,0.0,0.468,942.6900862867757,2000.0,6.61,7.61,84.575724609375
10,11,7,valid,6,0.4,100.0,10.0,500,0.506,0.0,0.0,0.494,994.4188394012306,2000.0,6.514,7.514,83.347393359375
10,11,7,invalid,6,0.4,100.0,10.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,6.632,7.632,84.85721718750001
10,11,7,valid,7,0.4,100.0,10.0,500,0.546,0.0,0.0,0.454,914.9029440115497,2000.0,6.622,7.622,84.729266015625
10,11,7,invalid,7,0.4,100.0,10.0,500,0.0,0.0,0.028,0.972,1944.3644181093284,2000.0,6.454,7.454,82.579686328125
10,11,7,valid,0,0.0,100.0,50.0,500,1.0,0.0,0.0,0.0,53.30710866550647,57.78761075977804,11,12,140.7462890625
10,11,7,invalid,0,0.0,100.0,50.0,500,0.0,1.0,0.0,0.0,53.092284207953846,57.654123295382895,11,12,140.7462890625
10,11,7,valid,6,0.0,100.0,50.0,500,1.0,0.0,0.0,0.0,52.983068108058575,57.536470236028066,11,12,140.7462890625
10,11,7,invalid,6,0.0,100.0,50.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,11,12,140.7462890625
10,11,7,valid,7,0.0,100.0,50.0,500,1.0,0.0,0.0,0.0,53.01581047520117,57.18546023080849,11,12,140.7462890625
10,11,7,invalid,7,0.0,100.0,50.0,500,0.0,0.0,1.0,0.0,58.85858364282989,61.356202003371514,11,12,140.7462890625
10,11,7,valid,0,0.1,100.0,50.0,500,0.994,0.0,0.0,0.006,65.98253878133215,59.25369427744776,9.862,10.862,126.185445703125
10,11,7,invalid,0,0.1,100.0,50.0,500,0.0,0.992,0.0,0.008,69.80068365601974,59.267690567164344,9.866,10.866,126.236626171875
10,11,7,valid,6,0.1,100.0,50.0,500,0.996,0.0,0.0,0.004,62.39318037911693,59.37974750871362,9.866,10.866,126.236626171875
10,11,7,invalid,6,0.1,100.0,50.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,9.904,10.904,126.722840625
10,11,7,valid,7,0.1,100.0,50.0,500,0.998,0.0,0.0,0.002,58.35308446249915,59.140438133296335,9.878,10.878,126.390167578125
10,11,7,invalid,7,0.1,100.0,50.0,500,0.0,0.0,0.526,0.474,979.0420483399167,2000.0,9.946,10.946,127.26023554687501
10,11,7,valid,0,0.2,100.0,50.0,500,0.96,0.0,0.0,0.04,133.42108296506407,61.09624151743957,8.862,9.862,113.390328515625
10,11,7,invalid,0,0.2,100.0,50.0,500,0.0,0.95,0.0,0.05,152.96657480380983,61.48820235500118,8.744,9.744,111.88050468750001
10,11,7,valid,6,0.2,100.0,50.0,500,0.94,0.0,0.0,0.06,172.10899795107267,2000.0,8.826,9.826,112.929704296875
10,11,7,invalid,6,0.2,100.0,50.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,8.818,9.818,112.827343359375
10,11,7,valid,7,0.2,100.0,50.0,500,0.952,0.0,0.0,0.048,149.2800397252374,61.348906589185184,8.738,9.738,111.803733984375
10,11,7,invalid,7,0.2,100.0,50.0,500,0.0,0.0,0.214,0.786,1584.6228314960863,2000.0,8.784,9.784,112.39230937500001
10,11,7,valid,0,0.4,100.0,50.0,500,0.522,0.0,0.0,0.478,986.1269631818005,2000.0,6.582,7.582,84.21746132812501
10,11,7,invalid,0,0.4,100.0,50.0,500,0.0,0.544,0.0,0.456,943.1673030563869,2000.0,6.6,7.6,84.4477734375
10,11,7,valid,6,0.4,100.0,50.0,500,0.518,0.0,0.0,0.482,993.7609304182973,2000.0,6.526,7.526,83.500934765625
10,11,7,invalid,6,0.4,100.0,50.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,6.638,7.638,84.933987890625
10,11,7,valid,7,0.4,100.0,50.0,500,0.54,0.0,0.0,0.46,951.0858189902235,2000.0,6.64,7.64,84.95957812500001
10,11,7,invalid,7,0.4,100.0,50.0,500,0.0,0.0,0.034,0.966,1933.9960296718689,2000.0,6.584,7.584,84.2430515625
10,11,7,valid,0,0.0,100.0,100.0,500,1.0,0.0,0.0,0.0,105.27513218243266,114.15830466800081,11,12,140.7462890625
10,11,7,invalid,0,0.0,100.0,100.0,500,0.0,1.0,0.0,0.0,104.6346706301526,112.91782865372078,11,12,140.7462890625
10,11,7,valid,6,0.0,100.0,100.0,500,1.0,0.0,0.0,0.0,104.7435099531047,113.75416354161108,11,12,140.7462890625
10,11,7,invalid,6,0.0,100.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,11,12,140.7462890625
10,11,7,valid,7,0.0,100.0,100.0,500,1.0,0.0,0.0,0.0,104.85382289220286,113.34005204310007,11,12,140.7462890625
10,11,7,invalid,7,0.0,100.0,100.0,500,0.0,0.0,1.0,0.0,116.60333362557849,121.20436797182731,11,12,140.7462890625
10,11,7,valid,0,0.1,100.0,100.0,500,0.994,0.0,0.0,0.006,117.93572403102542,115.91512521042544,9.938,10.938,127.157874609375
10,11,7,invalid,0,0.1,100.0,100.0,500,0.0,0.994,0.0,0.006,118.80360325800999,117.00965332387108,9.836,10.836,125.85277265625001
10,11,7,valid,6,0.1,100.0,100.0,500,0.996,0.0,0.0,0.004,114.7171447137626,117.00209160798299,9.834,10.834,125.82718242187501
10,11,7,invalid,6,0.1,100.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,9.96,10.96,127.43936718750001
10,11,7,valid,7,0.1,100.0,100.0,500,0.996,0.0,0.0,0.004,114.98887314271998,116.73758710705377,9.874,10.874,126.338987109375
10,11,7,invalid,7,0.1,100.0,100.0,500,0.0,0.0,0.458,0.542,1137.3538894002488,2000.0,9.906,10.906,126.748430859375
10,11,7,valid,0,0.2,100.0,100.0,500,0.954,0.0,0.0,0.046,197.0242210486365,121.05176069911379,8.772,9.772,112.23876796875001
10,11,7,invalid,0,0.2,100.0,100.0,500,0.0,0.966,0.0,0.034,173.73273811248157,120.5741682805531,8.842,9.842,113.134426171875
10,11,7,valid,6,0.2,100.0,100.0,500,0.952,0.0,0.0,0.048,201.08738781793585,121.37271891215279,8.736,9.736,111.77814375
10,11,7,invalid,6,0.2,100.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,8.846,9.846,113.18560664062501
10,11,7,valid,7,0.2,100.0,100.0,500,0.942,0.0,0.0,0.058,219.53243305491148,2000.0,8.758,9.758,112.05963632812501
10,11,7,invalid,7,0.2,100.0,100.0,500,0.0,0.0,0.19,0.81,1642.1058733529512,2000.0,8.76,9.76,112.0852265625
10,11,7,valid,0,0.4,100.0,100.0,500,0.564,0.0,0.0,0.436,936.0564466353208,2000.0,6.666,7.666,85.29225117187501
10,11,7,invalid,0,0.4,100.0,100.0,500,0.0,0.522,0.0,0.478,1015.4879755230185,2000.0,6.598,7.598,84.422183203125
10,11,7,valid,6,0.4,100.0,100.0,500,0.49,0.0,0.0,0.51,1075.557766411225,2000.0,6.504,7.504,83.21944218750001
10,11,7,invalid,6,0.4,100.0,100.0,500,0.0,0.0,0.0,1.0,2000.0,2000.0,6.494,7.494,83.09149101562501
10,11,7,valid,7,0.4,100.0,100.0,500,0.534,0.0,0.0,0.466,992.7628902301203,2000.0,6.584,7.584,84.2430515625
10,11,7,invalid,7,0.4,100.0,100.0,500,0.0,0.0,0.032,0.968,1939.7226292328107,2000.0,6.75,7.75,86.367041015625
100,5,3,valid,0,0.0,10.0,10.0,500,1.0,0.0,0.0,0.0,105.9281725396625,107.12458352411583,5,6,563.4357747395834
100,5,3,invalid,0,0.0,10.0,10.0,500,0.0,1.0,0.0,0.0,105.90976147908654,107.15279499690463,5,6,563.4357747395834
100,5,3,valid,2,0.0,10.0,10.0,500,1.0,0.0,0.0,0.0,105.83384707751287,107.04484290082739,5,6,563.4357747395834
100,5,3,invalid,2,0.0,10.0,10.0,500,0.0,1.0,0.0,0.0,106.896437419699,108.06554669512084,5,6,563.4357747395834
100,5,3,valid,3,0.0,10.0,10.0,500,1.0,0.0,0.0,0.0,105.93329546138857,107.18687215666588,5,6,563.4357747395834
100,5,3,invalid,3,0.0,10.0,10.0,500,0.0,0.0,1.0,0.0,106.90350197628887,108.03891097945062,5,6,563.4357747395834
100,5,3,valid,0,0.1,10.0,10.0,500,0.996,0.0,0.0,0.004,113.68803982035375,107.4775014470363,4.508,5.508,507.99369450520834
100,5,3,invalid,0,0.1,10.0,10.0,500,0.0,0.988,0.0,0.012,128.86634651940963,107.58364962749769,4.52,5.52,509.3459403645834
100,5,3,valid,2,0.1,10.0,10.0,500,0.992,0.0,0.0,0.008,121.21038311536996,107.50922943360705,4.502,5.502,507.31757157552084
100,5,3,invalid,2,0.1,10.0,10.0,500,0.0,0.68,0.0,0.32,712.7553937518961,2000.0,4.45,5.45,501.4578395182292
100,5,3,valid,3,0.1,10.0,10.0,500,0.994,0.0,0.0,0.006,117.49402804820431,107.54604325474087,4.48,5.48,504.8384541666667
100,5,3,invalid,3,0.1,10.0,10.0,500,0.0,0.0,0.732,0.268,614.2574498994303,2000.0,4.48,5.48,504.8384541666667
100,5,3,valid,0,0.2,10.0,10.0,500,0.96,0.0,0.0,0.04,182.08791332872013,108.01742596629384,4.004,5.004,451.19936841145835
100,5,3,invalid,0,0.2,10.0,10.0,500,0.0,0.938,0.0,0.062,223.76564713053727,2000.0,3.998,4.998,450.52324548177086
100,5,3,valid,2,0.2,10.0,10.0,500,0.952,0.0,0.0,0.048,197.25432391607518,108.1906278320571,4.04,5.04,455.2561059895833
100,5,3,invalid,2,0.2,10.0,10.0,500,0.0,0.522,0.0,0.478,1011.8060080124267,2000.0,3.97,4.97,447.3680051432292
100,5,3,valid,3,0.2,10.0,10.0,500,0.96,0.0,0.0,0.04,182.0881255374796,107.95792306232545,4.058,5.058,457.28447477864586
100,5,3,invalid,3,0.2,10.0,10.0,500,0.0,0.0,0.538,0.462,981.5606649346747,2000.0,4.062,5.062,457.73522339843754
100,5,3,valid,0,0.4,10.0,10.0,500,0.704,0.0,0.0,0.296,667.0099883075505,2000.0,3.046,4.046,343.24507397135415
100,5,3,invalid,0,0.4,10.0,10.0,500,0.0,0.632,0.0,0.368,803.355915966308,2000.0,2.892,3.892,325.891252109375
100,5,3,valid,2,0.4,10.0,10.0,500,0.662,0.0,0.0,0.338,746.5374217262238,2000.0,3.006,4.006,338.7375877734375
100,5,3,invalid,2,0.4,10.0,10.0,500,0.0,0.22,0.0,0.78,1583.5150052150927,2000.0,3.038,4.038,342.34357673177084
100,5,3,valid,3,0.4,10.0,10.0,500,0.662,0.0,0.0,0.338,746.5673820107645,2000.0,2.934,3.934,330.6241126171875
100,5,3,invalid,3,0.4,10.0,10.0,500,0.0,0.0,0.21,0.79,1602.477413219088,2000.0,3.01,4.01,339.1883363932292
100,5,3,valid,0,0.0,10.0,50.0,500,1.0,0.0,0.0,0.0,146.0527358585133,152.6518414153034,5,6,563.4357747395834
100,5,3,invalid,0,0.0,10.0,50.0,500,0.0,1.0,0.0,0.0,145.90014977184632,152.05030155901454,5,6,563.4357747395834
100,5,3,valid,2,0.0,10.0,50.0,500,1.0,0.0,0.0,0.0,145.77638581713643,151.99802403113094,5,6,563.4357747395834
100,5,3,invalid,2,0.0,10.0,50.0,500,0.0,1.0,0.0,0.0,151.19060416350678,155.66475208975655,5,6,563.4357747395834
100,5,3,valid,3,0.0,10.0,50.0,500,1.0,0.0,0.0,0.0,145.94925690860018,151.73123716242722,5,6,563.4357747395834
100,5,3,invalid,3,0.0,10.0,50.0,500,0.0,0.0,1.0,0.0,150.9040609703691,155.604481652652,5,6,563.4357747395834
100,5,3,valid,0,0.1,10.0,50.0,500,0.978,0.0,0.0,0.022,187.87805764493135,154.59494617174758,4.472,5.472,503.9369569270834
100,5,3,invalid,0,0.1,10.0,50.0,500,0.0,0.99,0.0,0.01,165.2295852321246,153.6840915276358,4.51,5.51,508.2190688151042
100,5,3,valid,2,0.1,10.0,50.0,500,0.988,0.0,0.0,0.012,169.35402792752515,154.05291182214071,4.526,5.526,510.0220632942709
100,5,3,invalid,2,0.1,10.0,50.0,500,0.0,0.7,0.0,0.3,705.4444822979023,2000.0,4.508,5.508,507.99369450520834
100,5,3,valid,3,0.1,10.0,50.0,500,0.99,0.0,0.0,0.01,165.53088491644328,154.00065485608195,4.462,5.462,502.8100853776042
100,5,3,invalid,3,0.1,10.0,50.0,500,0.0,0.0,0.706,0.294,694.6683064115408,2000.0,4.478,5.478,504.61307985677087
100,5,3,valid,0,0.2,10.0,50.0,500,0.922,0.0,0.0,0.078,292.33371661821405,2000.0,3.966,4.966,446.9172565234375
100,5,3,invalid,0,0.2,10.0,50.0,500,0.0,0.954,0.0,0.046,233.3198955943821,156.1224456287392,4.004,5.004,451.19936841145835
100,5,3,valid,2,0.2,10.0,50.0,500,0.928,0.0,0.0,0.072,280.8301980360073,2000.0,4.006,5.006,451.42474272135416
100,5,3,invalid,2,0.2,10.0,50.0,500,0.0,0.558,0.0,0.442,968.3158465126005,2000.0,4.012,5.012,452.10086565104166
100,5,3,valid,3,0.2,10.0,50.0,500,0.954,0.0,0.0,0.046,233.34954773758145,155.98857969123358,3.99,4.99,449.6217482421875
100,5,3,invalid,3,0.2,10.0,50.0,500,0.0,0.0,0.472,0.528,1127.148557237569,2000.0,3.94,4.94,443.98739049479167
100,5,3,valid,0,0.4,10.0,50.0,500,0.682,0.0,0.0,0.318,737.6666224714435,2000.0,3.03,4.03,341.4420794921875
100,5,3,invalid,0,0.4,10.0,50.0,500,0.0,0.684,0.0,0.316,733.7847648280945,2000.0,3.006,4.006,338.7375877734375
100,5,3,valid,2,0.4,10.0,50.0,500,0.706,0.0,0.0,0.294,693.5728727149855,2000.0,3.038,4.038,342.34357673177084
100,5,3,invalid,2,0.4,10.0,50.0,500,0.0,0.202,0.0,0.798,1626.4856517092232,2000.0,2.942,3.942,331.5256098567708
100,5,3,valid,3,0.4,10.0,50.0,500,0.658,0.0,0.0,0.342,781.8702956715288,2000.0,2.978,3.978,335.58234743489584
100,5,3,invalid,3,0.4,10.0,50.0,500,0.0,0.0,0.23,0.77,1574.673249187955,2000.0,2.984,3.984,336.25847036458333
100,5,3,valid,0,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,195.80223355743246,207.5902245792917,5,6,563.4357747395834
100,5,3,invalid,0,0.0,10.0,100.0,500,0.0,1.0,0.0,0.0,195.88507977981354,208.56894937363455,5,6,563.4357747395834
100,5,3,valid,2,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,195.91001299067372,209.55906163251692,5,6,563.4357747395834
100,5,3,invalid,2,0.0,10.0,100.0,500,0.0,1.0,0.0,0.0,206.3190803446111,215.43491464144924,5,6,563.4357747395834
100,5,3,valid,3,0.0,10.0,100.0,500,1.0,0.0,0.0,0.0,196.05153368239533,208.49623311968284,5,6,563.4357747395834
100,5,3,invalid,3,0.0,10.0,100.0,500,0.0,0.0,1.0,0.0,206.38979027441025,215.19035999612777,5,6,563.4357747395834
100,5,3,valid,0,0.1,10.0,100.0,500,0.99,0.0,0.0,0.01,215.7596445424534,211.58637753386338,4.476,5.476,504.38770554687505
100,5,3,invalid,0,0.1,10.0,100.0,500,0.0,0.994,0.0,0.006,208.770171120097,212.16594140410794,4.502,5.502,507.31757157552084
100,5,3,valid,2,0.1,10.0,100.0,500,0.99,0.0,0.0,0.01,216.63047383007765,213.49884006363033,4.49,5.49,505.96532571614586
100,5,3,invalid,2,0.1,10.0,100.0,500,0.0,0.746,0.0,0.254,661.4793957917764,2000.0,4.5,5.5,507.09219726562503
100,5,3,valid,3,0.1,10.0,100.0,500,0.986,0.0,0.0,0.014,222.98818353517132,212.84295300390073,4.462,5.462,502.8100853776042
100,5,3,invalid,3,0.1,10.0,100.0,500,0.0,0.0,0.702,0.298,740.3965839676907,2000.0,4.468,5.468,503.4862083072917
100,5,3,valid,0,0.2,10.0,100.0,500,0.962,0.0,0.0,0.038,267.98129786547526,215.06334735682185,4.07,5.07,458.63672063802085
100,5,3,invalid,0,0.2,10.0,100.0,500,0.0,0.94,0.0,0.06,307.64933212615233,2000.0,3.936,4.936,443.536641875
100,5,3,valid,2,0.2,10.0,100.0,500,0.946,0.0,0.0,0.054,297.1974277453755,2000.0,3.934,4.934,443.3112675651042
100,5,3,invalid,2,0.2,10.0,100.0,500,0.0,0.56,0.0,0.44,995.5122864046959,2000.0,4.134,5.134,465.84869855468753
100,5,3,valid,3,0.2,10.0,100.0,500,0.936,0.0,0.0,0.064,314.87965233912763,2000.0,3.958,4.958,446.01575928385415
100,5,3,invalid,3,0.2,10.0,100.0,500,0.0,0.0,0.522,0.478,1063.7139993227843,2000.0,3.98,4.98,448.4948766927083
100,5,3,valid,0,0.4,10.0,100.0,500,0.67,0.0,0.0,0.33,795.4290044970456,2000.0,2.984,3.984,336.25847036458333
100,5,3,invalid,0,0.4,10.0,100.0,500,0.0,0.698,0.0,0.302,745.7174099826466,2000.0,3.008,4.008,338.9629620833333
100,5,3,valid,2,0.4,10.0,100.0,500,0.63,0.0,0.0,0.37,867.1265150665563,2000.0,2.91,3.91,327.9196208984375
100,5,3,invalid,2,0.4,10.0,100.0,500,0.0,0.248,0.0,0.752,1555.102862840521,2000.0,3.024,4.024,340.7659565625
100,5,3,valid,3,0.4,10.0,100.0,500,0.69,0.0,0.0,0.31,759.0924365316625,2000.0,3.05,4.05,343.6958225911458
100,5,3,invalid,3,0.4,10.0,100.0,500,0.0,0.0,0.232,0.768,1583.8548968645775,2000.0,3.04,4.04,342.56895104166665
100,5,3,valid,0,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,22.848518421225652,23.950884344932913,5,6,563.4357747395834
100,5,3,invalid,0,0.0,100.0,10.0,500,0.0,1.0,0.0,0.0,22.843611391304783,24.028444999903417,5,6,563.4357747395834
100,5,3,valid,2,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,22.845747902181568,24.05388220473191,5,6,563.4357747395834
100,5,3,invalid,2,0.0,100.0,10.0,500,0.0,1.0,0.0,0.0,23.840283235773256,25.014685432829896,5,6,563.4357747395834
100,5,3,valid,3,0.0,100.0,10.0,500,1.0,0.0,0.0,0.0,22.881906792492202,24.12856348882928,5,6,563.4357747395834
100,5,3,invalid,3,0.0,100.0,10.0,500,0.0,0.0,1.0,0.0,23.83769528314137,25.018497285406102,5,6,563.4357747395834
100,5,3,valid,0,0.1,100.0,10.0,500,1.0,0.0,0.0,0.0,23.07794227470658,24.32833338624311,4.526,5.526,510.0220632942709
100,5,3,invalid,0,0.1,100.0,10.0,500,0.0,0.986,0.0,0.014,50.70556458293129,24.551564142325006,4.486,5.486,505.5145770963542
100,5,3,valid,2,0.1,100.0,10.0,500,0.994,0.0,0.0,0.006,34.935238666709786,24.442704391162874,4.504,5.504,507.5429458854167
100,5,3,invalid,2,0.1,100.0,10.0,500,0.0,0.734,0.0,0.266,549.4769066452366,2000.0,4.476,5.476,504.38770554687505
100,5,3,valid,3,0.1,100.0,10.0,500,0.994,0.0,0.0,0.006,34.861391813181726,24.44900114070057,4.498,5.498,506.8668229557292
100,5,3,invalid,3,0.1,100.0,10.0,500,0.0,0.0,0.73,0.27,557.4025193281367,2000.0,4.51,5.51,508.2190688151042
100,5,3,valid,0,0.2,100.0,10.0,500,0.93,0.0,0.0,0.07,161.63206461685073,2000.0,3.948,4.948,444.88888773437503
100,5,3,invalid,0,0.2,100.0,10.0,500,0.0,0.936,0.0,0.064,149.8178914345193,2000.0,3.962,4.962,446.46650790364583
100,5,3,valid,2,0.2,100.0,10.0,500,0.942,0.0,0.0,0.058,137.8897992546846,2000.0,4.02,5.02,453.002362890625
100,5,3,invalid,2,0.2,100.0,10.0,500,0.0,0.518,0.0,0.482,976.3120842753985,2000.0,4.05,5.05,456.3829775390625
100,5,3,valid,3,0.2,100.0,10.0,500,0.954,0.0,0.0,0.046,114.1032379408192,25.102403802904522,4.02,5.02,453.002362890625
100,5,3,invalid,3,0.2,100.0,10.0,500,0.0,0.0,0.486,0.514,1039.5737948841513,2000.0,3.94,4.94,443.98739049479167
100,5,3,valid,0,0.4,100.0,10.0,500,0.706,0.0,0.0,0.294,604.6854079384568,2000.0,3.02,4.02,340.3152079427083
100,5,3,invalid,0,0.4,100.0,10.0,500,0.0,0.674,0.0,0.326,667.8790940816845,2000.0,2.982,3.982,336.03309605468746
