synthetic_clients,validator_count,threshold,bandwidth_mbps,rtt_ms,proposal_kb,finality_record_kb,proposal_tx_ms,vote_tx_ms,network_ms,verification_ms,estimated_finality_ms
100,7,4,100.0,50.0,112.3635546875,1.20126953125,9.2048224,0.098408,109.3032304,25.076882001012564,134.38011240101258
100,7,4,100.0,100.0,112.3635546875,1.20126953125,9.2048224,0.098408,209.30323040000002,25.076882001012564,234.38011240101258
100,9,6,10.0,10.0,112.3635546875,1.43173828125,92.048224,1.17288,113.22110400000001,32.28700999927241,145.50811399927244
100,9,6,10.0,50.0,112.3635546875,1.43173828125,92.048224,1.17288,193.221104,32.28700999927241,225.5081139992724
100,9,6,10.0,100.0,112.3635546875,1.43173828125,92.048224,1.17288,293.221104,32.28700999927241,325.50811399927244
100,9,6,50.0,10.0,112.3635546875,1.43173828125,18.4096448,0.23457599999999998,38.64422079999999,32.28700999927241,70.93123079927241
100,9,6,50.0,50.0,112.3635546875,1.43173828125,18.4096448,0.23457599999999998,118.6442208,32.28700999927241,150.9312307992724
100,9,6,50.0,100.0,112.3635546875,1.43173828125,18.4096448,0.23457599999999998,218.6442208,32.28700999927241,250.9312307992724
100,9,6,100.0,10.0,112.3635546875,1.43173828125,9.2048224,0.11728799999999999,29.322110399999996,32.28700999927241,61.60912039927241
100,9,6,100.0,50.0,112.3635546875,1.43173828125,9.2048224,0.11728799999999999,109.3221104,32.28700999927241,141.6091203992724
100,9,6,100.0,100.0,112.3635546875,1.43173828125,9.2048224,0.11728799999999999,209.3221104,32.28700999927241,241.60912039927243
100,11,7,10.0,10.0,112.3635546875,1.66318359375,92.048224,1.36248,113.41070400000001,39.2505959974369,152.6612999974369
100,11,7,10.0,50.0,112.3635546875,1.66318359375,92.048224,1.36248,193.410704,39.2505959974369,232.6612999974369
100,11,7,10.0,100.0,112.3635546875,1.66318359375,92.048224,1.36248,293.410704,39.2505959974369,332.6612999974369
100,11,7,50.0,10.0,112.3635546875,1.66318359375,18.4096448,0.27249599999999996,38.68214079999999,39.2505959974369,77.93273679743689
100,11,7,50.0,50.0,112.3635546875,1.66318359375,18.4096448,0.27249599999999996,118.6821408,39.2505959974369,157.93273679743692
100,11,7,50.0,100.0,112.3635546875,1.66318359375,18.4096448,0.27249599999999996,218.68214079999998,39.2505959974369,257.93273679743686
100,11,7,100.0,10.0,112.3635546875,1.66318359375,9.2048224,0.13624799999999998,29.341070399999996,39.2505959974369,68.5916663974369
100,11,7,100.0,50.0,112.3635546875,1.66318359375,9.2048224,0.13624799999999998,109.34107039999999,39.2505959974369,148.59166639743688
100,11,7,100.0,100.0,112.3635546875,1.66318359375,9.2048224,0.13624799999999998,209.3410704,39.2505959974369,248.5916663974369
200,3,2,10.0,10.0,223.6635546875,0.74033203125,183.225184,0.60648,203.83166400000002,21.202377998270094,225.0340419982701
200,3,2,10.0,50.0,223.6635546875,0.74033203125,183.225184,0.60648,283.831664,21.202377998270094,305.0340419982701
200,3,2,10.0,100.0,223.6635546875,0.74033203125,183.225184,0.60648,383.831664,21.202377998270094,405.0340419982701
200,3,2,50.0,10.0,223.6635546875,0.74033203125,36.6450368,0.121296,56.7663328,21.202377998270094,77.9687107982701
200,3,2,50.0,50.0,223.6635546875,0.74033203125,36.6450368,0.121296,136.76633280000001,21.202377998270094,157.9687107982701
200,3,2,50.0,100.0,223.6635546875,0.74033203125,36.6450368,0.121296,236.76633280000001,21.202377998270094,257.9687107982701
200,3,2,100.0,10.0,223.6635546875,0.74033203125,18.3225184,0.060648,38.3831664,21.202377998270094,59.585544398270095
200,3,2,100.0,50.0,223.6635546875,0.74033203125,18.3225184,0.060648,118.38316640000001,21.202377998270094,139.5855443982701
200,3,2,100.0,100.0,223.6635546875,0.74033203125,18.3225184,0.060648,218.3831664,21.202377998270094,239.5855443982701
200,5,3,10.0,10.0,223.6635546875,0.97080078125,183.225184,0.79528,204.020464,35.12990000192076,239.15036400192076
200,5,3,10.0,50.0,223.6635546875,0.97080078125,183.225184,0.79528,284.020464,35.12990000192076,319.15036400192076
200,5,3,10.0,100.0,223.6635546875,0.97080078125,183.225184,0.79528,384.020464,35.12990000192076,419.15036400192076
200,5,3,50.0,10.0,223.6635546875,0.97080078125,36.6450368,0.159056,56.8040928,35.12990000192076,91.93399280192077
200,5,3,50.0,50.0,223.6635546875,0.97080078125,36.6450368,0.159056,136.8040928,35.12990000192076,171.93399280192077
200,5,3,50.0,100.0,223.6635546875,0.97080078125,36.6450368,0.159056,236.8040928,35.12990000192076,271.9339928019208
200,5,3,100.0,10.0,223.6635546875,0.97080078125,18.3225184,0.079528,38.4020464,35.12990000192076,73.53194640192076
200,5,3,100.0,50.0,223.6635546875,0.97080078125,18.3225184,0.079528,118.4020464,35.12990000192076,153.53194640192078
200,5,3,100.0,100.0,223.6635546875,0.97080078125,18.3225184,0.079528,218.40204640000002,35.12990000192076,253.53194640192078
200,7,4,10.0,10.0,223.6635546875,1.20126953125,183.225184,0.98408,204.20926400000002,49.19230799772777,253.40157199772779
200,7,4,10.0,50.0,223.6635546875,1.20126953125,183.225184,0.98408,284.209264,49.19230799772777,333.4015719977278
200,7,4,10.0,100.0,223.6635546875,1.20126953125,183.225184,0.98408,384.209264,49.19230799772777,433.4015719977278
200,7,4,50.0,10.0,223.6635546875,1.20126953125,36.6450368,0.196816,56.8418528,49.19230799772777,106.03416079772776
200,7,4,50.0,50.0,223.6635546875,1.20126953125,36.6450368,0.196816,136.84185280000003,49.19230799772777,186.0341607977278
